id,policy_type,accident_type,claim_severity_level,vehicle_category,area_type,vehicle_damage_score,accident_impact_score,repair_risk_index,injury_severity_prob,overall_claim_risk,agent_name,policy_number,claim_date,random_noise,claim_description,claim_amount
11056,A,Collision,Medium,Sedan,Urban,0.572,0.461,0.484,0.29,0.424,Neha,PN28733,2024-11-21,0.822,Moderate collision causing body and light damage,37778
11057,C,Collision,High,SUV,Rural,0.833,0.577,0.74,0.61,0.707,Anjali,PN64211,2024-11-22,0.123,Severe collision with major damage and possible injuries,60473
11058,B,Collision,Medium,SUV,Urban,0.706,0.446,0.545,0.438,0.534,Kunal,PN50696,2024-11-23,0.374,Moderate collision causing body and light damage,44859
11059,B,Collision,Medium,SUV,Urban,0.164,0.55,0.352,0.628,0.425,Amit,PN58093,2024-11-24,0.661,Moderate collision causing body and light damage,35704
11060,B,Collision,Medium,SUV,Rural,0.494,0.933,0.714,0.166,0.451,Amit,PN57042,2024-11-25,0.652,Moderate collision causing body and light damage,45587
11061,C,Theft,Low,Sedan,Urban,0.488,0.214,0.255,0.255,0.301,Priya,PN63516,2024-11-26,0.86,Minor theft with small damage,28224
11062,C,Theft,Medium,Sedan,Urban,0.696,0.335,0.442,0.471,0.504,Amit,PN47487,2024-11-27,0.14,Moderate theft causing body and light damage,41671
11063,C,Fire,Medium,SUV,Urban,0.075,0.894,0.501,0.616,0.462,Anjali,PN50849,2024-11-28,0.43,Moderate fire causing body and light damage,60860
11064,B,Collision,Medium,SUV,Rural,1.0,0.805,0.866,0.328,0.677,Rahul,PN24550,2024-11-29,0.097,Moderate collision causing body and light damage,54593
11065,B,Theft,Medium,Sedan,Rural,0.706,0.459,0.636,0.738,0.691,Anjali,PN86400,2024-11-30,0.39,Moderate theft causing body and light damage,40250
11066,B,Theft,Medium,SUV,Rural,0.63,0.764,0.745,0.178,0.495,Suresh,PN94597,2024-12-01,0.015,Moderate theft causing body and light damage,37298
11067,A,Collision,Medium,SUV,Urban,0.836,0.635,0.772,0.4,0.636,Anjali,PN59699,2024-12-02,0.898,Moderate collision causing body and light damage,51036
11068,A,Theft,High,SUV,Rural,1.0,0.925,1.0,0.671,0.869,Priya,PN88160,2024-12-03,0.527,Severe theft with major damage and possible injuries,48565
11069,A,Collision,High,Truck,Urban,0.774,0.569,0.667,0.743,0.719,Amit,PN78897,2024-12-04,0.85,Severe collision with major damage and possible injuries,49629
11070,A,Collision,Medium,Sedan,Urban,0.79,0.806,0.831,0.37,0.638,Neha,PN23707,2024-12-05,0.06,Moderate collision causing body and light damage,53962
11071,A,Collision,Medium,Sedan,Urban,0.626,1.0,0.784,0.104,0.48,Amit,PN11924,2024-12-06,0.227,Moderate collision causing body and light damage,48974
11072,A,Collision,Medium,SUV,Rural,0.572,0.7,0.758,0.348,0.557,Ramesh,PN88183,2024-12-07,0.259,Moderate collision causing body and light damage,39850
11073,A,Collision,Medium,SUV,Rural,0.505,0.562,0.633,0.192,0.431,Priya,PN39018,2024-12-08,0.387,Moderate collision causing body and light damage,33394
11074,A,Theft,Medium,SUV,Urban,0.435,0.731,0.583,0.395,0.478,Kunal,PN97163,2024-12-09,0.803,Moderate theft causing body and light damage,33976
11075,C,Fire,Medium,Truck,Urban,0.463,0.459,0.48,0.419,0.452,Kunal,PN31031,2024-12-10,0.387,Moderate fire causing body and light damage,57582
11076,B,Theft,Medium,Truck,Rural,0.33,1.0,0.733,0.269,0.467,Rahul,PN75164,2024-12-11,0.205,Moderate theft causing body and light damage,38236
11077,A,Theft,Medium,Truck,Urban,0.585,0.595,0.583,0.53,0.562,Amit,PN78237,2024-12-12,0.065,Moderate theft causing body and light damage,35503
11078,B,Collision,Medium,SUV,Rural,0.263,0.482,0.34,0.543,0.406,Amit,PN59573,2024-12-13,0.079,Moderate collision causing body and light damage,30205
11079,A,Theft,Medium,SUV,Urban,0.638,0.341,0.533,0.498,0.54,Rahul,PN26719,2024-12-14,0.76,Moderate theft causing body and light damage,33470
11080,C,Collision,Medium,Sedan,Urban,0.593,0.824,0.712,0.481,0.596,Anjali,PN19718,2024-12-15,0.445,Moderate collision causing body and light damage,61424
11081,C,Collision,Medium,Sedan,Urban,0.629,0.767,0.707,0.358,0.552,Suresh,PN10056,2024-12-16,0.726,Moderate collision causing body and light damage,62082
11082,A,Collision,Medium,SUV,Urban,0.496,0.426,0.419,0.344,0.404,Neha,PN25352,2024-12-17,0.682,Moderate collision causing body and light damage,33882
11083,B,Collision,Medium,Sedan,Rural,1.0,0.694,0.761,0.32,0.632,Anjali,PN57820,2024-12-18,0.135,Moderate collision causing body and light damage,54873
11084,C,Collision,Medium,Truck,Urban,0.872,0.173,0.534,0.398,0.547,Neha,PN78683,2024-12-19,0.143,Moderate collision causing body and light damage,49010
11085,C,Collision,Medium,SUV,Rural,0.351,0.596,0.519,0.235,0.372,Suresh,PN79073,2024-12-20,0.755,Moderate collision causing body and light damage,37944
11086,B,Collision,Medium,SUV,Urban,0.647,0.663,0.644,0.546,0.605,Suresh,PN98348,2024-12-21,0.721,Moderate collision causing body and light damage,50110
11087,B,Fire,Medium,Sedan,Urban,0.478,0.977,0.799,0.451,0.596,Ramesh,PN10721,2024-12-22,0.378,Moderate fire causing body and light damage,70544
11088,A,Collision,Low,Sedan,Urban,0.397,0.357,0.342,0.292,0.333,Anjali,PN92305,2024-12-23,0.077,Minor collision with small damage,31262
11089,C,Collision,Low,Sedan,Urban,0.332,0.23,0.228,0.195,0.236,Rahul,PN61969,2024-12-24,0.012,Minor collision with small damage,28455
11090,A,Collision,Medium,Sedan,Rural,0.686,0.326,0.503,0.113,0.384,Priya,PN50194,2024-12-25,0.288,Moderate collision causing body and light damage,30796
11091,C,Theft,Medium,Sedan,Urban,0.464,0.216,0.336,0.329,0.359,Neha,PN56556,2024-12-26,0.009,Moderate theft causing body and light damage,29638
11092,B,Collision,Medium,SUV,Urban,0.794,0.884,0.877,0.312,0.634,Suresh,PN56775,2024-12-27,0.23,Moderate collision causing body and light damage,57505
11093,B,Collision,High,Truck,Urban,0.799,0.937,0.829,0.69,0.767,Suresh,PN89882,2024-12-28,0.42,Severe collision with major damage and possible injuries,65225
11094,B,Collision,Medium,Truck,Urban,0.875,0.63,0.821,0.217,0.59,Rahul,PN49883,2024-12-29,0.121,Moderate collision causing body and light damage,55094
11095,A,Collision,Medium,SUV,Urban,0.43,0.855,0.741,0.264,0.488,Kunal,PN20911,2024-12-30,0.104,Moderate collision causing body and light damage,43999
11096,A,Collision,Medium,Sedan,Rural,0.695,0.583,0.637,0.086,0.428,Priya,PN75795,2024-12-31,0.896,Moderate collision causing body and light damage,35116
11097,A,Collision,Medium,Truck,Urban,0.726,0.526,0.689,0.467,0.608,Suresh,PN30872,2025-01-01,0.585,Moderate collision causing body and light damage,47662
11098,A,Collision,Medium,Truck,Urban,0.505,0.467,0.433,0.265,0.38,Kunal,PN84327,2025-01-02,0.934,Moderate collision causing body and light damage,33353
11099,C,Collision,Medium,Sedan,Urban,0.446,0.472,0.513,0.474,0.484,Ramesh,PN83072,2025-01-03,0.346,Moderate collision causing body and light damage,47796
11100,A,Collision,Medium,SUV,Rural,0.922,0.163,0.595,0.37,0.57,Priya,PN95968,2025-01-04,0.677,Moderate collision causing body and light damage,35343
11101,A,Theft,Medium,Sedan,Urban,0.645,0.616,0.674,0.536,0.613,Kunal,PN54537,2025-01-05,0.205,Moderate theft causing body and light damage,38941
11102,C,Collision,Medium,Truck,Urban,0.727,0.54,0.633,0.616,0.645,Ramesh,PN95077,2025-01-06,0.618,Moderate collision causing body and light damage,59798
11103,C,Collision,Medium,Truck,Urban,0.436,0.736,0.438,0.262,0.367,Amit,PN26860,2025-01-07,0.13,Moderate collision causing body and light damage,47235
11104,C,Collision,Medium,Sedan,Urban,0.356,0.573,0.433,0.446,0.423,Neha,PN80819,2025-01-08,0.002,Moderate collision causing body and light damage,44877
11105,C,Fire,Medium,Truck,Urban,0.486,0.509,0.466,0.281,0.396,Suresh,PN40743,2025-01-09,0.932,Moderate fire causing body and light damage,56583
11106,A,Collision,Medium,SUV,Urban,0.575,0.332,0.405,0.72,0.565,Kunal,PN52559,2025-01-10,0.555,Moderate collision causing body and light damage,36513
11107,A,Collision,Medium,Truck,Rural,0.387,0.568,0.484,0.495,0.469,Priya,PN82941,2025-01-11,0.927,Moderate collision causing body and light damage,33665
11108,C,Theft,Medium,SUV,Urban,0.598,0.735,0.645,0.233,0.471,Ramesh,PN42205,2025-01-12,0.334,Moderate theft causing body and light damage,46826
11109,B,Collision,Low,Truck,Rural,0.262,0.264,0.222,0.392,0.298,Neha,PN99944,2025-01-13,0.328,Minor collision with small damage,24816
11110,A,Collision,Medium,Sedan,Urban,0.376,0.572,0.421,0.311,0.368,Anjali,PN27645,2025-01-14,0.401,Moderate collision causing body and light damage,33628
11111,C,Collision,Medium,Sedan,Urban,0.734,0.608,0.635,0.74,0.697,Neha,PN81859,2025-01-15,0.706,Moderate collision causing body and light damage,61179
11112,A,Fire,Medium,Sedan,Urban,0.721,0.37,0.602,0.141,0.441,Anjali,PN81473,2025-01-16,0.566,Moderate fire causing body and light damage,45965
11113,A,Collision,Medium,Truck,Urban,0.522,0.403,0.429,0.474,0.466,Anjali,PN60734,2025-01-17,0.925,Moderate collision causing body and light damage,32980
11114,B,Theft,Medium,Truck,Rural,0.396,0.608,0.476,0.523,0.479,Suresh,PN40431,2025-01-18,0.025,Moderate theft causing body and light damage,33323
11115,B,Fire,Medium,Truck,Urban,0.395,0.267,0.308,0.62,0.45,Kunal,PN70914,2025-01-19,0.708,Moderate fire causing body and light damage,43903
11116,B,Collision,Medium,Truck,Urban,0.525,0.637,0.598,0.081,0.377,Anjali,PN27882,2025-01-20,0.33,Moderate collision causing body and light damage,42965
11117,A,Collision,Medium,Sedan,Urban,0.729,0.326,0.55,0.613,0.611,Neha,PN88539,2025-01-21,0.18,Moderate collision causing body and light damage,42306
11118,C,Collision,Medium,Sedan,Rural,0.786,0.816,0.648,0.4,0.577,Suresh,PN53346,2025-01-22,0.51,Moderate collision causing body and light damage,54411
11119,A,Collision,Medium,Sedan,Urban,0.501,1.0,0.801,0.149,0.48,Kunal,PN22979,2025-01-23,0.505,Moderate collision causing body and light damage,45851
11120,A,Collision,Low,Sedan,Rural,0.369,0.335,0.424,0.253,0.345,Anjali,PN54828,2025-01-24,0.137,Minor collision with small damage,26864
11121,C,Fire,Medium,Sedan,Urban,0.654,0.684,0.616,0.433,0.55,Kunal,PN17228,2025-01-25,0.202,Moderate fire causing body and light damage,71911
11122,C,Theft,Medium,SUV,Urban,0.435,0.368,0.353,0.457,0.411,Amit,PN84836,2025-01-26,0.408,Moderate theft causing body and light damage,34530
11123,C,Theft,Medium,Sedan,Urban,0.496,0.81,0.631,0.402,0.512,Suresh,PN84217,2025-01-27,0.409,Moderate theft causing body and light damage,48197
11124,C,Collision,Medium,Sedan,Urban,0.865,0.234,0.512,0.542,0.594,Rahul,PN83803,2025-01-28,0.318,Moderate collision causing body and light damage,52910
11125,B,Theft,Medium,Sedan,Urban,0.765,0.67,0.729,0.481,0.637,Anjali,PN80908,2025-01-29,0.149,Moderate theft causing body and light damage,46713
11126,B,Fire,Medium,Sedan,Urban,0.632,0.332,0.384,0.709,0.564,Ramesh,PN48918,2025-01-30,0.004,Moderate fire causing body and light damage,52437
11127,A,Theft,Medium,Truck,Rural,0.346,0.498,0.366,0.385,0.369,Rahul,PN20920,2025-01-31,0.97,Moderate theft causing body and light damage,25621
11128,B,Collision,Medium,SUV,Rural,0.642,0.292,0.544,0.669,0.614,Kunal,PN92392,2025-02-01,0.943,Moderate collision causing body and light damage,40196
11129,A,Theft,Medium,Truck,Rural,0.813,0.756,0.738,0.205,0.54,Kunal,PN37785,2025-02-02,0.484,Moderate theft causing body and light damage,35592
11130,A,Collision,Medium,Sedan,Urban,0.525,0.341,0.495,0.245,0.401,Neha,PN92757,2025-02-03,0.995,Moderate collision causing body and light damage,32521
11131,B,Collision,Medium,Sedan,Urban,0.87,0.688,0.797,0.264,0.598,Neha,PN35178,2025-02-04,0.674,Moderate collision causing body and light damage,55326
11132,B,Collision,Medium,SUV,Urban,0.859,0.464,0.571,0.667,0.667,Neha,PN81997,2025-02-05,0.069,Moderate collision causing body and light damage,53523
11133,A,Theft,Medium,Sedan,Rural,0.933,0.521,0.759,0.166,0.557,Kunal,PN93401,2025-02-06,0.118,Moderate theft causing body and light damage,36127
11134,A,Theft,Medium,Sedan,Rural,0.661,0.587,0.618,0.347,0.518,Suresh,PN24052,2025-02-07,0.916,Moderate theft causing body and light damage,32650
11135,B,Collision,Medium,Sedan,Urban,0.717,0.36,0.516,0.016,0.356,Priya,PN82868,2025-02-08,0.63,Moderate collision causing body and light damage,37162
11136,A,Collision,Medium,Sedan,Urban,0.883,0.603,0.755,0.362,0.624,Suresh,PN59383,2025-02-09,0.843,Moderate collision causing body and light damage,50440
11137,C,Collision,Medium,Sedan,Urban,0.689,0.933,0.835,0.289,0.587,Ramesh,PN10327,2025-02-10,0.898,Moderate collision causing body and light damage,65099
11138,B,Collision,Low,Sedan,Urban,0.5,0.355,0.463,0.054,0.307,Suresh,PN98301,2025-02-11,0.448,Minor collision with small damage,33730
11139,B,Collision,Medium,SUV,Urban,0.51,0.843,0.736,0.523,0.606,Neha,PN80775,2025-02-12,0.049,Moderate collision causing body and light damage,55134
11140,B,Collision,Medium,Sedan,Urban,0.648,0.925,0.807,0.544,0.67,Amit,PN85614,2025-02-13,0.188,Moderate collision causing body and light damage,59599
11141,C,Theft,Low,Sedan,Rural,0.342,0.346,0.275,0.405,0.341,Ramesh,PN17038,2025-02-14,0.067,Minor theft with small damage,25637
11142,A,Collision,Low,Truck,Urban,0.571,0.186,0.355,0.124,0.306,Rahul,PN18048,2025-02-15,0.189,Minor collision with small damage,25910
11143,B,Collision,High,Sedan,Urban,0.819,0.625,0.87,0.512,0.717,Amit,PN24954,2025-02-16,0.411,Severe collision with major damage and possible injuries,58372
11144,B,Collision,Low,Sedan,Rural,0.162,0.413,0.324,0.457,0.345,Ramesh,PN67541,2025-02-17,0.118,Minor collision with small damage,26160
11145,A,Fire,High,Truck,Urban,0.907,1.0,1.0,0.341,0.718,Ramesh,PN55471,2025-02-18,0.167,Severe fire with major damage and possible injuries,75688
11146,C,Theft,High,Sedan,Urban,0.824,0.559,0.761,0.613,0.715,Kunal,PN78315,2025-02-19,0.446,Severe theft with major damage and possible injuries,55271
11147,C,Theft,Medium,Sedan,Urban,0.508,0.349,0.441,0.269,0.386,Neha,PN23225,2025-02-20,0.34,Moderate theft causing body and light damage,35540
11148,B,Collision,Medium,SUV,Urban,0.709,0.263,0.501,0.315,0.468,Kunal,PN95256,2025-02-21,0.468,Moderate collision causing body and light damage,39582
11149,C,Collision,Medium,Sedan,Urban,0.601,0.822,0.71,0.474,0.594,Anjali,PN23531,2025-02-22,0.429,Moderate collision causing body and light damage,63707
11150,C,Collision,Medium,SUV,Rural,0.846,0.407,0.54,0.488,0.58,Rahul,PN80871,2025-02-23,0.644,Moderate collision causing body and light damage,53656
11151,B,Theft,Medium,Truck,Urban,0.797,0.561,0.68,0.388,0.586,Suresh,PN19530,2025-02-24,0.937,Moderate theft causing body and light damage,43402
11152,C,Fire,Medium,Sedan,Urban,0.32,0.789,0.615,0.614,0.556,Kunal,PN69035,2025-02-25,0.108,Moderate fire causing body and light damage,68742
11153,B,Theft,Medium,SUV,Urban,0.717,0.429,0.543,0.076,0.391,Anjali,PN34791,2025-02-26,0.099,Moderate theft causing body and light damage,35033
11154,B,Fire,Medium,SUV,Urban,0.559,0.539,0.569,0.834,0.673,Rahul,PN11649,2025-02-27,0.853,Moderate fire causing body and light damage,62076
11155,B,Theft,Medium,Sedan,Rural,0.617,0.546,0.624,0.805,0.695,Neha,PN23472,2025-02-28,0.506,Moderate theft causing body and light damage,38913
11156,C,Collision,Medium,SUV,Rural,0.454,0.721,0.542,0.551,0.528,Neha,PN78398,2025-03-01,0.766,Moderate collision causing body and light damage,47249
11157,A,Fire,High,Sedan,Urban,0.95,0.698,0.801,0.49,0.706,Anjali,PN37134,2025-03-02,0.215,Severe fire with major damage and possible injuries,66516
11158,C,Collision,Medium,SUV,Rural,0.808,0.495,0.601,0.369,0.549,Kunal,PN76453,2025-03-03,0.829,Moderate collision causing body and light damage,51181
11159,C,Collision,Medium,Sedan,Urban,0.452,0.566,0.468,0.183,0.351,Neha,PN22444,2025-03-04,0.924,Moderate collision causing body and light damage,43063
11160,A,Collision,Medium,SUV,Rural,0.333,0.457,0.331,0.623,0.448,Amit,PN51121,2025-03-05,0.635,Moderate collision causing body and light damage,26776
11161,C,Collision,Low,Sedan,Urban,0.523,0.181,0.307,0.221,0.316,Rahul,PN96057,2025-03-06,0.106,Minor collision with small damage,35435
11162,A,Collision,Medium,Truck,Rural,0.687,0.614,0.722,0.191,0.502,Rahul,PN48217,2025-03-07,0.895,Moderate collision causing body and light damage,39546
11163,A,Collision,High,Sedan,Rural,0.648,1.0,0.778,0.796,0.759,Ramesh,PN32066,2025-03-08,0.792,Severe collision with major damage and possible injuries,52724
11164,B,Collision,Medium,Sedan,Urban,0.851,0.329,0.596,0.142,0.465,Priya,PN78347,2025-03-09,0.751,Moderate collision causing body and light damage,44416
11165,A,Collision,Medium,SUV,Urban,0.758,0.357,0.532,0.217,0.451,Suresh,PN46189,2025-03-10,0.037,Moderate collision causing body and light damage,36255
11166,C,Collision,Medium,SUV,Rural,0.794,0.332,0.622,0.449,0.587,Anjali,PN84826,2025-03-11,0.799,Moderate collision causing body and light damage,46607
11167,C,Collision,Medium,SUV,Rural,0.665,0.731,0.764,0.302,0.559,Neha,PN73477,2025-03-12,0.138,Moderate collision causing body and light damage,53590
11168,B,Collision,Medium,SUV,Urban,0.322,0.662,0.535,0.586,0.513,Rahul,PN45489,2025-03-13,0.222,Moderate collision causing body and light damage,42794
11169,A,Collision,Medium,SUV,Rural,0.561,0.51,0.551,0.297,0.451,Rahul,PN37284,2025-03-14,0.577,Moderate collision causing body and light damage,35613
11170,A,Theft,Medium,Truck,Urban,0.812,0.32,0.555,0.24,0.48,Ramesh,PN34698,2025-03-15,0.265,Moderate theft causing body and light damage,33239
11171,B,Theft,Medium,Sedan,Urban,0.59,0.573,0.522,0.083,0.36,Anjali,PN53660,2025-03-16,0.661,Moderate theft causing body and light damage,35851
11172,C,Theft,Medium,SUV,Urban,0.701,0.159,0.527,0.549,0.571,Suresh,PN29637,2025-03-17,0.608,Moderate theft causing body and light damage,39591
11173,B,Theft,Medium,Truck,Urban,0.536,0.586,0.523,0.721,0.605,Priya,PN58024,2025-03-18,0.108,Moderate theft causing body and light damage,41817
11174,A,Collision,Medium,Truck,Rural,0.394,0.768,0.614,0.527,0.535,Priya,PN70405,2025-03-19,0.656,Moderate collision causing body and light damage,39527
11175,B,Theft,Medium,Truck,Urban,0.575,0.237,0.459,0.672,0.567,Neha,PN71305,2025-03-20,0.924,Moderate theft causing body and light damage,32529
11176,B,Collision,Low,Sedan,Rural,0.662,0.167,0.387,0.057,0.31,Priya,PN43556,2025-03-21,0.161,Minor collision with small damage,30881
11177,C,Collision,Medium,Sedan,Urban,0.469,0.945,0.759,0.444,0.575,Priya,PN92176,2025-03-22,0.597,Moderate collision causing body and light damage,61835
11178,A,Theft,Medium,SUV,Urban,0.553,0.397,0.513,0.305,0.438,Kunal,PN79561,2025-03-23,0.342,Moderate theft causing body and light damage,30857
11179,C,Collision,Medium,SUV,Urban,0.412,0.834,0.709,0.67,0.634,Suresh,PN82277,2025-03-24,0.46,Moderate collision causing body and light damage,59522
11180,B,Theft,High,SUV,Urban,0.824,0.512,0.644,0.944,0.8,Anjali,PN13654,2025-03-25,0.287,Severe theft with major damage and possible injuries,50366
11181,C,Theft,Low,SUV,Urban,0.541,0.51,0.461,0.133,0.346,Suresh,PN50428,2025-03-26,0.354,Minor theft with small damage,35735
11182,A,Fire,Medium,Truck,Urban,0.891,0.66,0.75,0.452,0.659,Kunal,PN48036,2025-03-27,0.029,Moderate fire causing body and light damage,65194
11183,B,Fire,High,Sedan,Urban,0.906,0.329,0.628,0.712,0.717,Neha,PN54549,2025-03-28,0.982,Severe fire with major damage and possible injuries,67048
11184,C,Collision,Medium,Truck,Urban,0.584,0.583,0.586,0.049,0.371,Rahul,PN75355,2025-03-29,0.625,Moderate collision causing body and light damage,46605
11185,A,Collision,Low,Sedan,Urban,0.398,0.455,0.407,0.185,0.316,Ramesh,PN72119,2025-03-30,0.501,Minor collision with small damage,32946
11186,C,Collision,Medium,Sedan,Urban,0.183,0.22,0.106,0.68,0.351,Neha,PN99096,2025-03-31,0.384,Moderate collision causing body and light damage,30302
11187,B,Collision,Medium,SUV,Rural,0.306,0.634,0.494,0.769,0.566,Amit,PN56257,2025-04-01,0.539,Moderate collision causing body and light damage,40796
11188,A,Theft,Low,SUV,Rural,0.325,0.484,0.503,0.107,0.309,Priya,PN25987,2025-04-02,0.38,Minor theft with small damage,21761
11189,A,Theft,Medium,Sedan,Urban,0.876,0.511,0.716,0.541,0.678,Kunal,PN30810,2025-04-03,0.36,Moderate theft causing body and light damage,44504
11190,B,Theft,Medium,Sedan,Urban,0.623,0.247,0.466,0.306,0.433,Ramesh,PN30311,2025-04-04,0.464,Moderate theft causing body and light damage,30585
11191,A,Collision,Medium,Truck,Urban,0.678,0.948,0.842,0.233,0.565,Rahul,PN64478,2025-04-05,0.276,Moderate collision causing body and light damage,52298
11192,B,Collision,Medium,Sedan,Rural,0.156,0.769,0.482,0.574,0.454,Rahul,PN44920,2025-04-06,0.18,Moderate collision causing body and light damage,35747
11193,A,Collision,Medium,SUV,Urban,0.36,0.791,0.622,0.148,0.38,Suresh,PN18738,2025-04-07,0.557,Moderate collision causing body and light damage,37598
11194,B,Collision,Medium,SUV,Urban,0.777,0.474,0.645,0.155,0.476,Amit,PN83424,2025-04-08,0.843,Moderate collision causing body and light damage,47008
11195,A,Fire,Medium,SUV,Urban,0.657,0.118,0.372,0.381,0.433,Anjali,PN72232,2025-04-09,0.153,Moderate fire causing body and light damage,40938
11196,C,Collision,Medium,SUV,Urban,0.571,1.0,0.745,0.447,0.591,Rahul,PN15474,2025-04-10,0.033,Moderate collision causing body and light damage,63132
11197,C,Collision,Medium,Sedan,Urban,0.713,0.535,0.611,0.729,0.679,Amit,PN69026,2025-04-11,0.247,Moderate collision causing body and light damage,61482
11198,C,Collision,Medium,SUV,Rural,0.927,0.363,0.661,0.245,0.548,Priya,PN76024,2025-04-12,0.98,Moderate collision causing body and light damage,51820
11199,B,Theft,Medium,Sedan,Urban,0.556,0.654,0.589,0.214,0.432,Suresh,PN60974,2025-04-13,0.829,Moderate theft causing body and light damage,36505
11200,A,Theft,Medium,SUV,Urban,0.614,0.842,0.744,0.293,0.537,Ramesh,PN34144,2025-04-14,0.596,Moderate theft causing body and light damage,42131
